Transaction_ID,HD_ID,Checkout_Queue_Entry_Time,Store_Entry_Time,Store_Exit_Time,Store_ID
30977498,E4878467,2014-06-29 19:02:25.692420,2014-06-29 18:39:40.035125,2014-06-29 19:27:41.886304,Store_16
31624692,HOFVKC,2015-08-21 18:41:16.541556,2015-08-21 18:03:34.637103,2015-08-21 19:26:57.822627,Store_1
52047652,RMXSMB,2015-12-17 17:57:18.730784,2015-12-17 17:19:33.828080,2015-12-17 19:12:54.556423,Store_9
57168703,ISGPEP,2015-10-29 17:38:25.120655,2015-10-29 16:56:02.320399,2015-10-29 18:27:35.189706,Store_5
69614548,AMFUVP,2015-04-15 19:17:37.594278,2015-04-15 18:11:27.451225,2015-04-15 19:38:27.820369,Store_22
46651581,AUZMXB,2015-07-30 14:30:44.437925,2015-07-30 14:25:52.729634,2015-07-30 15:30:54.558685,Store_16
86234797,LCDPEB,2015-10-21 19:20:27.442192,2015-10-21 18:45:57.177915,2015-10-21 19:49:49.253519,Store_13
70823148,PRNYRU,2015-12-23 16:49:28.097559,2015-12-23 16:16:42.718944,2015-12-23 18:11:01.017562,Store_17
86977511,OXISRT,2015-12-20 13:26:20.893228,2015-12-20 12:39:52.796174,2015-12-20 13:51:24.482321,Store_23
92433441,VVJNLB,2014-08-29 16:54:12.629181,2014-08-29 15:33:03.006572,2014-08-29 18:09:33.660850,Store_16
32086444,JBCUMX,2014-05-12 11:08:14.648505,2014-05-12 10:36:04.940450,2014-05-12 12:11:11.825173,Store_6
86186731,VHWOWO,2014-02-02 18:04:57.963598,2014-02-02 16:57:31.640042,2014-02-02 18:40:22.760429,Store_10
97920937,CAMRWG,2015-03-30 08:55:20.764421,2015-03-30 07:55:11.427272,2015-03-30 09:15:30.079461,Store_8
69262023,XQYZKF,2014-08-19 16:42:45.690514,2014-08-19 15:41:50.544768,2014-08-19 17:30:26.230056,Store_1
28517756,LNRNJF,2015-11-15 12:00:48.688895,2015-11-15 11:07:42.980759,2015-11-15 12:48:35.165332,Store_21
48034640,VKBCIK,2015-04-21 17:45:32.638682,2015-04-21 17:13:20.327654,2015-04-21 17:54:41.707631,Store_12
83542027,FUMCEP,2015-12-12 12:36:51.751302,2015-12-12 11:42:45.877711,2015-12-12 13:21:04.083760,Store_12
78299048,IJLFWM,2015-07-16 07:21:56.468280,2015-07-16 06:51:31.967433,2015-07-16 08:41:49.286343,Store_4
15772464,IFHSCX,2014-12-17 18:51:55.552859,2014-12-17 18:10:39.972776,2014-12-17 19:49:50.604526,Store_23
67725829,RQNXNC,2014-06-29 17:18:06.388921,2014-06-29 16:53:45.987729,2014-06-29 17:59:20.118143,Store_18
17200184,WXCDHL,2015-12-17 07:25:33.731147,2015-12-17 05:12:18.341817,2015-12-17 09:28:05.693002,Store_12
84996046,VVSOTP,2014-05-07 18:05:00.652434,2014-05-07 17:36:25.160716,2014-05-07 19:14:59.385095,Store_4
88432332,IONWGG,2014-05-28 16:20:32.932010,2014-05-28 15:42:00.440548,2014-05-28 18:23:18.990843,Store_10
25808804,BXMEIA,2015-11-04 13:10:55.531594,2015-11-04 12:18:26.841780,2015-11-04 14:10:38.438336,Store_9
41003078,RGBIRG,2015-01-31 16:54:07.459342,2015-01-31 15:59:49.953415,2015-01-31 17:49:35.214961,Store_5
23277824,HSLSHX,2014-03-08 11:20:24.539286,2014-03-08 10:25:50.558382,2014-03-08 12:32:33.902630,Store_4
46508478,MHBMAW,2015-10-29 18:42:22.698425,2015-10-29 18:03:33.644220,2015-10-29 19:13:30.686411,Store_21
30356509,WSHPVN,2015-12-30 16:17:00.200242,2015-12-30 15:24:07.486760,2015-12-30 17:55:43.890363,Store_14
91222889,ARXLCG,2015-08-27 17:55:08.389729,2015-08-27 16:20:01.172537,2015-08-27 18:49:46.838151,Store_12
87286557,ILJZRI,2015-12-05 17:00:18.773692,2015-12-05 15:31:18.644065,2015-12-05 17:25:31.817205,Store_6
85174309,TQJHZJ,2015-04-09 17:34:25.216458,2015-04-09 16:22:16.092072,2015-04-09 18:37:50.595455,Store_4
63134767,VEQLHU,2014-04-22 07:56:52.346364,2014-04-22 07:03:33.968392,2014-04-22 08:30:32.485672,Store_3
22732159,XBOLJX,2015-08-04 18:47:15.879460,2015-08-04 18:05:14.849598,2015-08-04 19:28:09.710257,Store_22
97576801,ORLDFD,2015-10-02 06:58:18.416785,2015-10-02 05:47:10.388598,2015-10-02 08:24:05.393943,Store_9
58525859,XKSQVP,2014-03-20 17:53:20.521687,2014-03-20 16:38:32.090597,2014-03-20 18:47:03.605208,Store_5
14763636,KSVVDG,2014-12-07 19:29:16.248164,2014-12-07 18:21:24.230621,2014-12-07 19:35:54.382134,Store_14
91455411,E3815364,2015-12-06 11:44:22.389450,2015-12-06 11:04:44.139820,2015-12-06 11:59:52.778736,Store_18
46699282,PERQBW,2014-09-23 08:53:12.404150,2014-09-23 08:37:46.872396,2014-09-23 09:55:06.378512,Store_16
15243927,SFNVAO,2014-09-17 19:13:22.003073,2014-09-17 18:24:42.738137,2014-09-17 19:56:30.038671,Store_7
57068501,QVAQJS,2014-12-09 18:21:57.265071,2014-12-09 17:56:18.111372,2014-12-09 19:16:17.508420,Store_9
78979670,JMLWAH,2015-02-05 07:56:12.200459,2015-02-05 07:35:10.668523,2015-02-05 08:42:24.963605,Store_3
97085606,PXFNNC,2015-08-02 08:13:22.910771,2015-08-02 07:45:33.826845,2015-08-02 09:21:30.198481,Store_12
44009545,QITVUJ,2015-10-19 13:56:43.912350,2015-10-19 13:32:10.938675,2015-10-19 14:50:17.386421,Store_14
89294089,RVUHZV,2015-05-10 16:22:02.576011,2015-05-10 15:18:19.948668,2015-05-10 17:32:26.094448,Store_23
55813830,LIBJOE,2015-01-20 09:59:12.021962,2015-01-20 08:52:50.837122,2015-01-20 11:15:00.397279,Store_23
79592172,CTULUH,2014-06-14 16:09:14.074491,2014-06-14 15:42:59.534872,2014-06-14 18:17:26.438516,Store_21
34081617,PKADUD,2014-12-15 16:32:01.252280,2014-12-15 16:11:30.186044,2014-12-15 17:32:25.011192,Store_17
48690502,CSJGPF,2015-03-04 10:12:30.512422,2015-03-04 09:35:06.111763,2015-03-04 12:01:36.750099,Store_23
26755420,E3184622,2015-10-20 16:49:38.432403,2015-10-20 16:35:17.944689,2015-10-20 17:52:19.172626,Store_4
61920647,UFGOPM,2014-09-09 18:28:54.457578,2014-09-09 18:12:51.424708,2014-09-09 19:29:26.269849,Store_5
21859693,KMWDTA,2015-08-13 08:46:56.529624,2015-08-13 07:51:51.894388,2015-08-13 09:33:22.991640,Store_21
15125506,QSXHBM,2014-10-31 18:29:07.705417,2014-10-31 17:55:59.308244,2014-10-31 19:32:55.716117,Store_24
65235809,OZCVEK,2014-09-23 18:12:23.192235,2014-09-23 17:47:17.214618,2014-09-23 18:28:48.487581,Store_11
58522319,XTDMKL,2015-06-01 14:53:00.335853,2015-06-01 14:07:34.829921,2015-06-01 15:41:10.410275,Store_1
20440042,EKNABO,2014-08-25 19:15:54.245502,2014-08-25 18:53:34.148665,2014-08-25 19:58:33.779740,Store_17
37100329,KWMLUC,2015-10-30 10:51:03.683079,2015-10-30 10:26:43.470887,2015-10-30 11:25:18.863397,Store_6
25376840,AQJJQK,2014-01-21 12:08:33.527314,2014-01-21 11:20:38.380255,2014-01-21 12:45:03.588036,Store_13
94942632,VXTPOE,2014-03-30 08:54:47.493881,2014-03-30 08:27:01.652680,2014-03-30 10:01:24.579315,Store_3
99007742,KODTNZ,2015-12-15 18:02:19.044561,2015-12-15 17:37:54.377533,2015-12-15 18:41:56.929997,Store_6
37287028,ACNFIJ,2015-12-07 18:53:55.744795,2015-12-07 18:12:12.990842,2015-12-07 20:00:03.904373,Store_1
10367281,YDBEVH,2015-04-01 18:21:56.298204,2015-04-01 16:57:27.220436,2015-04-01 19:16:24.539488,Store_11
98557614,GLYXIJ,2015-09-03 15:18:33.873863,2015-09-03 14:55:34.488758,2015-09-03 15:49:18.501408,Store_2
16420505,E1807945,2014-01-21 16:38:08.154451,2014-01-21 16:06:43.070525,2014-01-21 17:18:06.905341,Store_24
51707148,SIPRAZ,2015-02-15 19:30:21.857751,2015-02-15 19:23:17.691904,2015-02-15 20:00:31.142527,Store_3
43466071,OKQTKC,2014-08-05 16:20:31.854516,2014-08-05 14:55:37.230855,2014-08-05 17:38:43.813383,Store_8
77065521,DDETCA,2014-06-18 14:18:08.961289,2014-06-18 13:39:07.387953,2014-06-18 16:05:04.468418,Store_4
21652979,UBGAWW,2015-04-24 16:39:25.535434,2015-04-24 15:37:14.985533,2015-04-24 17:32:18.346822,Store_22
62094544,DQQFEL,2014-01-19 16:55:47.782900,2014-01-19 15:49:39.028726,2014-01-19 17:37:40.001786,Store_17
50149659,KQJGLP,2015-01-19 16:33:20.538430,2015-01-19 15:15:20.943490,2015-01-19 17:23:39.065224,Store_4
35577306,YXIVLP,2015-04-01 17:27:10.607266,2015-04-01 16:29:22.172940,2015-04-01 19:00:39.975803,Store_4
76460023,LPEBSQ,2015-11-26 19:02:10.001402,2015-11-26 17:33:12.589577,2015-11-26 19:16:08.936576,Store_21
25242153,E9395704,2015-08-07 13:59:54.897784,2015-08-07 13:06:32.486298,2015-08-07 14:53:43.544461,Store_7
36067155,HZSQEO,2015-05-03 10:25:52.544938,2015-05-03 09:54:11.825997,2015-05-03 11:06:20.821584,Store_21
36431412,JQKYSW,2015-12-08 17:00:37.650617,2015-12-08 15:26:11.063854,2015-12-08 17:23:35.593451,Store_11
50038600,RJBEKH,2015-02-23 18:13:20.358442,2015-02-23 17:46:49.763909,2015-02-23 19:11:16.231587,Store_17
66356691,XOOIJE,2014-01-07 18:38:58.551238,2014-01-07 17:46:59.489673,2014-01-07 18:44:14.187944,Store_1
27032440,YRRSBO,2014-01-30 15:44:14.849961,2014-01-30 15:16:25.980583,2014-01-30 17:12:49.671706,Store_8
83752680,E7435008,2014-03-27 11:09:36.832043,2014-03-27 10:12:07.677811,2014-03-27 11:50:22.200919,Store_3
14920427,DWQUDB,2014-05-13 18:02:20.927873,2014-05-13 17:31:40.896557,2014-05-13 19:00:54.394709,Store_2
41167310,KGZTHV,2014-01-26 19:05:10.506815,2014-01-26 18:36:09.635857,2014-01-26 19:41:44.159334,Store_1
79577031,RFFNYO,2014-01-26 17:07:14.769313,2014-01-26 15:55:51.386924,2014-01-26 18:39:52.125961,Store_6
96451613,ACLZLR,2014-12-13 08:33:53.820573,2014-12-13 07:08:47.992007,2014-12-13 09:52:18.030563,Store_17
25889128,JZVNWR,2015-09-01 14:57:02.388197,2015-09-01 14:17:50.762804,2015-09-01 15:55:56.128966,Store_12
72248357,QMSZFL,2014-06-13 19:00:49.963316,2014-06-13 18:20:25.998813,2014-06-13 19:54:26.588911,Store_5
55960317,XNPSFI,2014-12-12 15:53:07.956993,2014-12-12 15:04:34.039914,2014-12-12 17:22:24.406239,Store_1
90405234,MNVQIG,2014-06-22 17:07:54.717394,2014-06-22 16:21:52.356695,2014-06-22 18:18:12.513096,Store_22
66426317,QCFWQQ,2014-12-04 18:41:08.658422,2014-12-04 18:14:01.699577,2014-12-04 19:02:12.249482,Store_23
66531999,GXWCHI,2015-08-07 18:05:35.437065,2015-08-07 17:29:21.310138,2015-08-07 18:53:44.823669,Store_6
53884980,E2214249,2014-08-04 16:35:52.388936,2014-08-04 15:50:32.099790,2014-08-04 17:23:27.422728,Store_17
28313631,MZSLNR,2015-12-24 11:55:46.685700,2015-12-24 11:07:59.142506,2015-12-24 12:40:09.087909,Store_22
80912164,WJKFJZ,2015-04-29 17:28:33.151328,2015-04-29 17:01:10.740599,2015-04-29 18:56:22.017816,Store_5
23520246,MEGQOH,2015-07-10 18:08:24.077035,2015-07-10 17:55:54.932658,2015-07-10 18:25:14.775925,Store_12
25524200,QNYSQE,2015-01-26 07:16:16.347417,2015-01-26 06:24:06.375634,2015-01-26 08:16:44.459416,Store_20
48946731,CXGFUC,2014-12-07 17:16:37.852980,2014-12-07 16:01:15.826813,2014-12-07 18:29:07.405021,Store_4
16463007,E5133038,2015-04-06 08:06:23.947709,2015-04-06 07:37:20.391886,2015-04-06 08:40:18.313567,Store_17
,JATAIZ,2014-10-11 10:37:25.487054,2014-10-11 10:13:11.851752,2014-10-11 10:57:57.089950,Store_23
82438989,SOEIYJ,2014-06-14 17:15:55.382834,2014-06-14 16:44:02.958870,2014-06-14 17:58:52.301814,Store_7
28930950,OOILCH,2015-03-11 12:08:37.605175,2015-03-11 11:01:06.328046,2015-03-11 14:29:12.615147,Store_21
26175999,UPPSRH,2015-12-15 11:17:34.813069,2015-12-15 10:50:02.012234,2015-12-15 11:50:56.051461,Store_2
70654551,REDUTH,2014-12-28 13:09:15.288034,2014-12-28 12:17:03.374461,2014-12-28 14:02:40.840535,Store_25
70367576,IDQLTV,2014-08-09 08:55:47.079824,2014-08-09 08:03:32.870043,2014-08-09 10:51:30.667587,Store_7
47219898,E9049249,2014-12-18 18:43:48.771813,2014-12-18 18:24:49.231631,2014-12-18 19:35:24.680506,Store_18
78863998,FOAZAN,2015-10-07 19:44:10.172999,2015-10-07 19:27:41.657672,2015-10-07 20:01:06.908639,Store_10
47724807,SCSNKG,2015-12-19 17:29:48.388524,2015-12-19 16:03:00.221310,2015-12-19 18:36:52.294726,Store_23
53040900,HAVHLB,2014-07-06 17:41:36.916581,2014-07-06 17:30:02.515316,2014-07-06 18:40:48.435435,Store_23
34377742,KMLXKU,2015-08-11 08:12:31.632410,2015-08-11 06:34:21.967693,2015-08-11 08:27:23.040559,Store_7
64248167,XNIHAH,2014-07-20 18:57:07.842680,2014-07-20 17:59:51.256966,2014-07-20 19:19:03.285048,Store_2
99570587,NNTSYS,2015-12-30 17:47:42.505450,2015-12-30 16:44:30.038904,2015-12-30 18:36:48.904432,Store_10
41426217,QQWVFX,2015-03-18 09:23:08.729766,2015-03-18 08:29:30.084181,2015-03-18 10:17:35.389027,Store_16
63753845,NDQXEY,2015-09-25 10:32:22.335634,2015-09-25 09:21:35.650548,2015-09-25 11:35:22.399808,Store_17
60212753,HAUAZF,2014-09-12 15:11:04.449937,2014-09-12 14:42:08.563063,2014-09-12 15:40:40.320026,Store_24
39379868,ELISAV,2015-10-20 16:52:43.900656,2015-10-20 16:16:25.996064,2015-10-20 17:53:51.138301,Store_10
50071373,FOXQKG,2014-12-10 19:37:22.857453,2014-12-10 18:57:00.173308,2014-12-10 19:45:39.272833,Store_23
37047183,RXVKLH,2015-09-03 16:52:10.435763,2015-09-03 15:47:47.603616,2015-09-03 17:50:33.268040,Store_12
36530108,NRCWHS,2015-07-09 17:32:48.815572,2015-07-09 17:22:11.686609,2015-07-09 18:03:50.224169,Store_23
56400792,FLLMKT,2015-10-23 18:35:27.125933,2015-10-23 17:45:29.212295,2015-10-23 19:57:01.049162,Store_1
66099391,DLAGRV,2014-05-22 17:35:30.115613,2014-05-22 16:58:27.862664,2014-05-22 18:07:53.280023,Store_23
,AZJQOO,2015-01-25 17:52:37.097506,2015-01-25 16:44:59.872712,2015-01-25 18:24:06.491873,Store_19
44953541,AVSDBB,2015-02-21 13:46:48.924793,2015-02-21 11:03:44.187539,2015-02-21 15:16:38.559121,Store_18
17887616,SNNRRZ,2015-11-26 16:58:54.341336,2015-11-26 16:56:13.506093,2015-11-26 18:09:49.070737,Store_17
51942152,UUWOHX,2015-12-17 18:23:45.164963,2015-12-17 17:17:45.816274,2015-12-17 19:15:03.034966,Store_5
60859449,HOXZOG,2015-07-04 17:00:54.829420,2015-07-04 16:00:28.494306,2015-07-04 17:48:48.494325,Store_10
51555952,BOMUIC,2015-01-31 07:02:33.065997,2015-01-31 06:28:07.822750,2015-01-31 08:26:50.717112,Store_21
23498094,PQRCLU,2014-08-01 17:07:24.163045,2014-08-01 16:05:55.523100,2014-08-01 17:36:40.214452,Store_4
88056653,BBPPST,2014-03-20 16:11:25.648934,2014-03-20 15:03:34.994688,2014-03-20 17:31:48.580195,Store_9
16015023,HEZRRP,2015-11-06 17:09:09.829973,2015-11-06 16:36:20.635770,2015-11-06 17:59:24.114221,Store_21
59211502,E0167250,2015-12-09 09:51:04.476564,2015-12-09 09:27:29.296271,2015-12-09 10:26:02.294322,Store_12
57842562,QSGEDL,2015-04-17 15:25:38.261662,2015-04-17 14:42:11.233512,2015-04-17 16:36:42.196702,Store_24
61008131,E6702964,2014-03-13 17:26:47.905222,2014-03-13 16:10:07.402751,2014-03-13 17:38:38.198784,Store_3
40104326,LLXWUH,2015-05-25 18:22:29.732675,2015-05-25 17:22:04.033501,2015-05-25 19:42:35.376433,Store_9
82091926,E0278356,2015-11-09 16:36:47.179926,2015-11-09 15:40:54.112070,2015-11-09 17:26:16.939913,Store_4
65617476,ZXQLLJ,2014-12-12 17:46:17.432558,2014-12-12 16:26:39.745976,2014-12-12 19:30:50.188406,Store_21
29828854,JCVIRA,2014-12-10 16:11:05.781428,2014-12-10 15:07:03.916799,2014-12-10 17:36:29.262753,Store_2
90408976,JTLNHZ,2014-03-19 14:56:51.417971,2014-03-19 14:33:38.618098,2014-03-19 15:49:20.644480,Store_2
,MDDQMC,2014-12-24 12:10:17.530163,2014-12-24 10:56:38.890332,2014-12-24 12:48:50.085747,Store_1
77840112,KXMAIV,2015-06-09 09:28:59.808167,2015-06-09 08:47:13.002436,2015-06-09 10:28:42.695622,Store_10
53616864,HXCIJX,2014-06-09 09:08:17.450226,2014-06-09 08:04:58.802985,2014-06-09 09:41:51.484882,Store_4
54923188,WPCRCP,2014-08-31 11:53:15.151884,2014-08-31 11:16:05.203006,2014-08-31 12:18:36.720679,Store_23
96148097,PLVPAE,2014-12-10 18:22:45.213862,2014-12-10 18:18:49.110485,2014-12-10 18:55:00.537243,Store_4
64696346,AMFRGM,2015-09-09 13:26:40.322884,2015-09-09 13:22:37.645700,2015-09-09 14:54:51.223927,Store_23
15841892,LDMZAL,2015-04-06 17:08:29.657177,2015-04-06 16:20:38.105835,2015-04-06 18:01:36.708396,Store_12
81647781,RXFPOT,2014-05-17 16:42:27.099749,2014-05-17 15:42:09.325666,2014-05-17 17:34:07.309306,Store_25
75871020,YGEDQL,2015-07-02 17:32:00.633256,2015-07-02 16:37:17.734266,2015-07-02 17:55:01.994595,Store_10
29205558,ZKZVUJ,2015-10-29 17:29:03.758829,2015-10-29 15:09:13.257005,2015-10-29 19:10:52.817098,Store_25
72341979,PXXSHL,2015-12-25 16:01:18.053955,2015-12-25 15:04:54.522606,2015-12-25 17:08:04.729804,Store_24
89288592,AVDARZ,2015-07-05 19:02:29.551218,2015-07-05 18:29:46.763388,2015-07-05 19:43:01.891665,Store_10
89868686,E1633436,2015-05-04 19:17:42.783976,2015-05-04 18:15:49.314728,2015-05-04 19:59:58.480357,Store_21
79550066,AHMQPK,2015-12-16 13:58:04.857333,2015-12-16 13:31:18.858196,2015-12-16 15:02:08.222511,Store_23
49223256,RXCRBX,2015-12-01 11:50:12.188403,2015-12-01 10:39:17.996463,2015-12-01 11:59:40.516874,Store_13
87236055,E9222339,2014-09-28 17:54:11.593731,2014-09-28 17:37:29.262643,2014-09-28 18:13:55.833165,Store_23
35862759,BFMOJI,2014-09-03 17:33:28.109037,2014-09-03 16:47:58.602765,2014-09-03 17:49:19.298258,Store_1
75981160,OEETCG,2015-12-28 11:25:18.974191,2015-12-28 10:41:29.532628,2015-12-28 13:26:52.009447,Store_18
85861241,KDMBJI,2015-10-01 18:08:36.141336,2015-10-01 17:52:00.119951,2015-10-01 18:21:03.876920,Store_15
52866358,UTMEMY,2014-04-21 09:53:18.135581,2014-04-21 08:23:34.383036,2014-04-21 11:38:47.066330,Store_8
77438923,E2972169,2014-06-27 16:18:00.092035,2014-06-27 15:47:52.050847,2014-06-27 17:25:34.259368,Store_7
53709607,BBAPIV,2015-12-10 15:30:35.128967,2015-12-10 14:32:14.808520,2015-12-10 16:00:59.818346,Store_21
67956658,TYLUAK,2015-08-05 09:54:02.414820,2015-08-05 09:14:42.969223,2015-08-05 10:27:18.803840,Store_16
29647121,QXJKET,2014-12-04 16:21:43.560425,2014-12-04 15:56:42.200528,2014-12-04 17:15:07.969066,Store_11
19293084,THOCUS,2015-12-01 18:22:38.845256,2015-12-01 16:50:14.106832,2015-12-01 19:29:43.066343,Store_1
52993081,PGYFCN,2015-06-25 16:48:54.303758,2015-06-25 16:26:43.595400,2015-06-25 17:51:34.601281,Store_21
,MAOBCU,,2015-01-29 18:19:55.045366,2015-01-29 19:02:20.200236,Store_20
,AWUMYH,,2015-09-03 17:58:17.432648,2015-09-03 18:58:38.654257,Store_20
60178295,ULSOFS,2014-07-25 17:29:43.488208,2014-07-25 16:12:19.603961,2014-07-25 18:34:47.129745,Store_13
86641683,JCYDFQ,2015-01-02 17:13:38.741732,2015-01-02 15:52:04.181924,2015-01-02 18:31:32.867074,Store_17
97894300,IWSLEG,2014-12-03 18:56:32.110117,2014-12-03 18:09:11.501468,2014-12-03 19:06:50.116041,Store_12
39969143,DTBNCZ,2015-09-04 16:12:54.761880,2015-09-04 15:32:54.389019,2015-09-04 17:05:35.208334,Store_9
25270362,PQBIZB,2015-10-23 18:40:10.548135,2015-10-23 17:54:21.168091,2015-10-23 19:22:09.679876,Store_21
82425489,LHRINQ,2015-08-25 11:10:56.252696,2015-08-25 10:17:38.017057,2015-08-25 11:53:23.955559,Store_12
45751755,HGBTUR,2015-12-19 17:07:31.149018,2015-12-19 16:26:36.590252,2015-12-19 18:09:07.931933,Store_14
17793768,NIRSXW,2015-09-24 19:09:00.944161,2015-09-24 18:36:32.029708,2015-09-24 19:54:53.829913,Store_4
58548895,SMBDOT,2015-05-20 18:33:46.633487,2015-05-20 17:55:27.299666,2015-05-20 19:04:54.291925,Store_24
61593108,ZKPFON,2015-12-25 19:46:26.930076,2015-12-25 18:53:42.593682,2015-12-25 20:04:19.243076,Store_8
56877057,UXWWAA,2014-08-11 17:49:39.017478,2014-08-11 17:08:23.405049,2014-08-11 18:26:03.616098,Store_10
74376177,WZUJRO,2015-11-21 16:56:08.810803,2015-11-21 15:47:58.003064,2015-11-21 17:48:16.812887,Store_6
81622636,DCMTOU,2015-01-06 09:33:37.730112,2015-01-06 09:05:57.098682,2015-01-06 10:02:27.122382,Store_8
80517473,TQJEWX,2015-08-04 14:19:37.292961,2015-08-04 12:44:53.395890,2015-08-04 15:52:37.266366,Store_10
76463229,ZTFKKI,2015-12-23 09:48:07.290615,2015-12-23 09:18:33.955741,2015-12-23 09:55:26.237846,Store_20
,MKRJKE,,2014-01-27 15:31:48.036241,2014-01-27 19:45:18.308518,Store_2
15819440,QEPMQU,2015-12-24 19:45:43.285486,2015-12-24 18:19:41.680287,2015-12-24 20:01:02.695556,Store_11
28617775,WXHNHX,2014-12-09 16:17:30.431954,2014-12-09 15:41:26.307972,2014-12-09 17:01:54.867420,Store_11
60215397,KTYODK,2014-10-20 09:49:04.902869,2014-10-20 09:10:02.331029,2014-10-20 10:30:33.666668,Store_15
51396344,LJRCZH,2014-02-13 08:56:33.657548,2014-02-13 08:19:48.838275,2014-02-13 09:54:19.305478,Store_21
79168392,JRSTMQ,2015-03-28 17:54:34.867376,2015-03-28 17:38:47.545821,2015-03-28 18:49:30.049884,Store_14
69540458,XLHGEQ,2014-07-02 19:11:44.153617,2014-07-02 18:42:05.244422,2014-07-02 19:34:19.305090,Store_21
38236483,OKGNTC,2015-10-29 09:35:19.856209,2015-10-29 08:23:29.915586,2015-10-29 11:02:26.360059,Store_23
93313069,E8739639,2014-09-30 13:59:46.310026,2014-09-30 13:26:49.381984,2014-09-30 14:42:39.027838,Store_19
46157995,DERNDM,2014-12-18 18:20:45.785910,2014-12-18 16:35:06.876089,2014-12-18 20:06:50.555035,Store_17
97119356,ONMOWB,2015-07-21 09:35:28.647443,2015-07-21 08:15:38.608009,2015-07-21 10:04:04.886893,Store_6
97042712,MGVAJE,2014-12-14 16:37:23.383705,2014-12-14 15:34:20.827548,2014-12-14 17:16:20.663415,Store_23
96504829,JWNGPA,2015-07-23 13:26:15.626908,2015-07-23 12:50:42.654945,2015-07-23 14:25:25.187335,Store_21
31679761,LNJXYL,2015-12-26 14:58:05.949684,2015-12-26 14:51:06.980131,2015-12-26 16:24:33.462789,Store_17
56991480,KNSSON,2015-12-18 07:01:43.376443,2015-12-18 06:26:57.076951,2015-12-18 08:17:50.720291,Store_12
80804205,E5283363,2015-12-18 17:14:58.995703,2015-12-18 16:30:37.489374,2015-12-18 18:09:08.072545,Store_6
60050717,WLHDHV,2015-12-03 16:42:17.492941,2015-12-03 16:11:47.215085,2015-12-03 17:12:00.763729,Store_20
56457160,JPHUEB,2014-04-16 15:28:00.564286,2014-04-16 14:17:08.818033,2014-04-16 15:54:24.395757,Store_4
93569705,DLZKES,2014-12-10 13:56:26.706523,2014-12-10 13:16:20.296586,2014-12-10 14:31:00.838361,Store_4
87638626,XIQEIB,2015-05-16 13:16:12.265900,2015-05-16 12:30:48.003327,2015-05-16 13:53:43.687051,Store_9
74182661,E8329253,2015-10-24 12:32:39.584698,2015-10-24 10:59:47.124275,2015-10-24 13:39:41.262892,Store_21
